1.txt repeat0 241 True False [empty] [empty] True
2.txt repeat1 465 True False [empty] [empty] True
2.txt repeat2 336 True False 0,2 [empty] True
2.txt repeat3 480 True False [empty] [empty] True
2.txt repeat4 480 True False [empty] [empty] True
20.txt repeat0 410 True False 1,2|2,3 [empty] True
20.txt repeat1 410 True False 1,2|2,3 [empty] True
20.txt repeat2 435 True False 1,2|2,3 [empty] True
20.txt repeat3 353 True False 1,2|2,3 [empty] True
20.txt repeat4 405 True False 1,2|2,3 [empty] True
21.txt repeat0 504 True False 1,3|2,3 [empty] True
21.txt repeat1 415 True False 1,3|2,3 [empty] True
21.txt repeat2 457 True False 1,3|2,3 [empty] True
21.txt repeat3 371 True False 1,3|2,3 [empty] True
21.txt repeat4 380 True False 1,3|2,3 [empty] True
22.txt repeat0 373 True False 0,1|0,2|0,3 [empty] True
22.txt repeat1 531 True False 0,1|0,2|0,3 [empty] True
22.txt repeat2 531 True False 0,1|0,2|0,3 [empty] True
22.txt repeat3 362 True False [empty] [empty] True
22.txt repeat4 531 True False 0,1|0,2|0,3 [empty] True
23.txt repeat0 489 True False 0,1|0,2|1,2 [empty] True
23.txt repeat1 500 True False 0,1|0,2|1,2 [empty] True
23.txt repeat2 574 True False 0,1|0,2|1,2 [empty] True
23.txt repeat3 446 True False 0,1|0,2|1,2 [empty] True
23.txt repeat4 500 True False 0,1|0,2|1,2 [empty] True
24.txt repeat0 324 True False 0,1|0,2|1,3 [empty] True
24.txt repeat1 382 True False 0,1|0,2|1,3 [empty] True
24.txt repeat2 324 True False 0,1|0,2|1,3 [empty] True
24.txt repeat3 539 True False 0,1|0,2|1,3 [empty] True
24.txt repeat4 382 True False 0,1|0,2|1,3 [empty] True
25.txt repeat0 377 True False 0,1|0,2|2,3 [empty] True
25.txt repeat1 379 True False 0,1|0,2|2,3 [empty] True
25.txt repeat2 379 True False 0,1|0,2|2,3 [empty] True
25.txt repeat3 377 True False 0,1|0,2|2,3 [empty] True
25.txt repeat4 387 True False 0,1|0,2|2,3 [empty] True
26.txt repeat0 366 True False 0,1|0,3|1,2 [empty] True
26.txt repeat1 513 True False 0,1|0,3|1,2 [empty] True
26.txt repeat2 452 True False 0,1|0,3|1,2 [empty] True
26.txt repeat3 513 True False 0,1|0,3|1,2 [empty] True
26.txt repeat4 513 True False 0,1|0,3|1,2 [empty] True
27.txt repeat0 459 True False 0,1|0,3|1,3 [empty] True
27.txt repeat1 486 True False 0,1|0,3|1,3 [empty] True
27.txt repeat2 459 True False 0,1|0,3|1,3 [empty] True
27.txt repeat3 486 True False 0,1|0,3|1,3 [empty] True
27.txt repeat4 488 True False 0,1|0,3|1,3 [empty] True
28.txt repeat0 353 True False 0,1|0,3|2,3 [empty] True
28.txt repeat1 353 True False 0,1|0,3|2,3 [empty] True
28.txt repeat2 399 True False 0,1|0,3|2,3 [empty] True
28.txt repeat3 394 True False 0,1|0,3|2,3 [empty] True
28.txt repeat4 353 True False 0,1|0,3|2,3 [empty] True
29.txt repeat0 394 True False 0,1|1,2|1,3 [empty] True
29.txt repeat1 403 True False 0,1|1,2|1,3 [empty] True
29.txt repeat2 447 True False 0,1|1,2|1,3 [empty] True
29.txt repeat3 394 True False 0,1|1,2|1,3 [empty] True
29.txt repeat4 403 True False 0,1|1,2|1,3 [empty] True
3.txt repeat0 313 True False [empty] [empty] True
3.txt repeat1 313 True False [empty] [empty] True
3.txt repeat2 313 True False [empty] [empty] True
3.txt repeat3 313 True False [empty] [empty] True
3.txt repeat4 410 True False [empty] [empty] True
30.txt repeat0 297 True False 0,1|1,2|2,3 [empty] True
30.txt repeat1 405 True False 0,1|1,2|2,3 [empty] True
30.txt repeat2 297 True False 0,1|1,2|2,3 [empty] True
30.txt repeat3 297 True False 0,1|1,2|2,3 [empty] True
30.txt repeat4 405 True False 0,1|1,2|2,3 [empty] True
31.txt repeat0 438 True False 0,1|1,3|2,3 [empty] True
31.txt repeat1 492 True False 0,1|1,3|2,3 [empty] True
31.txt repeat2 492 True False 0,1|1,3|2,3 [empty] True
31.txt repeat3 438 True False 0,1|1,3|2,3 [empty] True
31.txt repeat4 492 True False 0,1|1,3|2,3 [empty] True
32.txt repeat0 385 True False 0,2|0,3|1,2 [empty] True
32.txt repeat1 385 True False 0,2|0,3|1,2 [empty] True
32.txt repeat2 421 True False 0,2|0,3|1,2 [empty] True
32.txt repeat3 385 True False 0,2|0,3|1,2 [empty] True
32.txt repeat4 385 True False 0,2|0,3|1,2 [empty] True
33.txt repeat0 461 True False 0,2|0,3|1,3 [empty] True
33.txt repeat1 399 True False 0,2|0,3|1,3 [empty] True
33.txt repeat2 399 True False 0,2|0,3|1,3 [empty] True
33.txt repeat3 399 True False 0,2|0,3|1,3 [empty] True
33.txt repeat4 461 True False 0,2|0,3|1,3 [empty] True
34.txt repeat0 400 True False 0,2|0,3|2,3 [empty] True
34.txt repeat1 400 True False 0,2|0,3|2,3 [empty] True
34.txt repeat2 468 True False 0,2|0,3|2,3 [empty] True
34.txt repeat3 468 True False 0,2|0,3|2,3 [empty] True
34.txt repeat4 400 True False 0,2|0,3|2,3 [empty] True
35.txt repeat0 381 True False 0,2|1,2|1,3 [empty] True
35.txt repeat1 381 True False 0,2|1,2|1,3 [empty] True
35.txt repeat2 661 True False 0,2|1,2|1,3 [empty] True
35.txt repeat3 381 True False 0,2|1,2|1,3 [empty] True
35.txt repeat4 527 True False 0,2|1,2|1,3 [empty] True
36.txt repeat0 421 True False 0,2|1,2|2,3 [empty] True
36.txt repeat1 551 True False 0,2|1,2|2,3 [empty] True
36.txt repeat2 551 True False 0,2|1,2|2,3 [empty] True
36.txt repeat3 524 True False 0,2|1,2|2,3 [empty] True
36.txt repeat4 421 True False 0,2|1,2|2,3 [empty] True
37.txt repeat0 603 True False 0,2|1,3|2,3 [empty] True
37.txt repeat1 629 True False 0,2|1,3|2,3 [empty] True
37.txt repeat2 384 True False 0,2|1,3|2,3 [empty] True
37.txt repeat3 629 True False 0,2|1,3|2,3 [empty] True
37.txt repeat4 603 True False 0,2|1,3|2,3 [empty] True
38.txt repeat0 514 True False 0,3|1,2|1,3 [empty] True
38.txt repeat1 439 True False 0,3|1,2|1,3 [empty] True
38.txt repeat2 514 True False 0,3|1,2|1,3 [empty] True
38.txt repeat3 493 True False 0,3|1,2|1,3 [empty] True
38.txt repeat4 514 True False 0,3|1,2|1,3 [empty] True
39.txt repeat0 596 True False 0,3|1,2|2,3 [empty] True
39.txt repeat1 596 True False 0,3|1,2|2,3 [empty] True
39.txt repeat2 480 True False 0,3|1,2|2,3 [empty] True
39.txt repeat3 596 True False 0,3|1,2|2,3 [empty] True
39.txt repeat4 486 True False 0,3|1,2|2,3 [empty] True
4.txt repeat0 270 True False [empty] [empty] True
4.txt repeat1 270 True False [empty] [empty] True
4.txt repeat2 270 True False [empty] [empty] True
4.txt repeat3 270 True False [empty] [empty] True
4.txt repeat4 270 True False [empty] [empty] True
40.txt repeat0 590 True False [empty] [empty] True
40.txt repeat1 430 True False [empty] [empty] True
40.txt repeat2 348 True False [empty] [empty] True
40.txt repeat3 590 True False [empty] [empty] True
40.txt repeat4 590 True False [empty] [empty] True
41.txt repeat0 531 True False 1,2|1,3|2,3 [empty] True
41.txt repeat1 531 True False 1,2|1,3|2,3 [empty] True
41.txt repeat2 531 True False 1,2|1,3|2,3 [empty] True
41.txt repeat3 485 True False 1,2|1,3|2,3 [empty] True
41.txt repeat4 531 True False 1,2|1,3|2,3 [empty] True
42.txt repeat0 629 True False 0,1|0,2|0,3|1,2 [empty] True
42.txt repeat1 466 True False 0,1|0,2|0,3|1,2 [empty] True
42.txt repeat2 407 True False 0,1|0,2|0,3|1,2 [empty] True
42.txt repeat3 386 True False 0,1|0,2|0,3|1,2 [empty] True
42.txt repeat4 385 True False 0,1|0,2|0,3|1,2 [empty] True
43.txt repeat0 415 True False 0,1|0,2|0,3|1,3 [empty] True
43.txt repeat1 526 True False 0,1|0,2|0,3|1,3 [empty] True
43.txt repeat2 415 True False 0,1|0,2|0,3|1,3 [empty] True
43.txt repeat3 415 True False 0,1|0,2|0,3|1,3 [empty] True
43.txt repeat4 415 True False 0,1|0,2|0,3|1,3 [empty] True
44.txt repeat0 430 True False 0,1|0,2|0,3|2,3 [empty] True
44.txt repeat1 430 True False 0,1|0,2|0,3|2,3 [empty] True
44.txt repeat2 560 True False 0,1|0,2|0,3|2,3 [empty] True
44.txt repeat3 430 True False 0,1|0,2|0,3|2,3 [empty] True
44.txt repeat4 430 True False 0,1|0,2|0,3|2,3 [empty] True
45.txt repeat0 492 True False 0,1|0,2|1,2|1,3 [empty] True
45.txt repeat1 530 True False 0,1|0,2|1,2|1,3 [empty] True
45.txt repeat2 492 True False 0,1|0,2|1,2|1,3 [empty] True
45.txt repeat3 537 True False 0,1|0,2|1,2|1,3 [empty] True
45.txt repeat4 541 True False 0,1|0,2|1,2|1,3 [empty] True
46.txt repeat0 481 True False 0,1|0,2|1,2|2,3 [empty] True
46.txt repeat1 459 True False 0,1|0,2|1,2|2,3 [empty] True
46.txt repeat2 459 True False 0,1|0,2|1,2|2,3 [empty] True
46.txt repeat3 459 True False 0,1|0,2|1,2|2,3 [empty] True
46.txt repeat4 459 True False 0,1|0,2|1,2|2,3 [empty] True
47.txt repeat0 413 True False 0,1|0,2|1,3|2,3 [empty] True
47.txt repeat1 355 True False 0,1|0,2|1,3|2,3 [empty] True
47.txt repeat2 355 True False 0,1|0,2|1,3|2,3 [empty] True
47.txt repeat3 405 True False 0,1|0,2|1,3|2,3 [empty] True
47.txt repeat4 355 True False 0,1|0,2|1,3|2,3 [empty] True
48.txt repeat0 504 True False 0,1|0,3|1,2|1,3 [empty] True
48.txt repeat1 615 True False 0,1|0,3|1,2|1,3 [empty] True
48.txt repeat2 610 True False 0,1|0,3|1,2|1,3 [empty] True
48.txt repeat3 615 True False 0,1|0,3|1,2|1,3 [empty] True
48.txt repeat4 615 True False 0,1|0,3|1,2|1,3 [empty] True
49.txt repeat0 424 True False 0,1|0,3|1,2|2,3 [empty] True
49.txt repeat1 376 True False 0,1|0,3|1,2|2,3 [empty] True
49.txt repeat2 381 True False 0,1|0,3|1,2|2,3 [empty] True
49.txt repeat3 330 True False 0,1|0,3|1,2|2,3 [empty] True
49.txt repeat4 376 True False 0,1|0,3|1,2|2,3 [empty] True
5.txt repeat0 374 True False [empty] [empty] True
5.txt repeat1 313 True False 1,3 [empty] True
5.txt repeat2 374 True False [empty] [empty] True
5.txt repeat3 252 True False [empty] [empty] True
5.txt repeat4 252 True False [empty] [empty] True
50.txt repeat0 599 True False 0,1|0,3|1,3|2,3 [empty] True
50.txt repeat1 599 True False 0,1|0,3|1,3|2,3 [empty] True
50.txt repeat2 571 True False 0,1|0,3|1,3|2,3 [empty] True
50.txt repeat3 599 True False 0,1|0,3|1,3|2,3 [empty] True
50.txt repeat4 599 True False 0,1|0,3|1,3|2,3 [empty] True
51.txt repeat0 481 True False 0,1|1,2|1,3|2,3 [empty] True
51.txt repeat1 481 True False 0,1|1,2|1,3|2,3 [empty] True
51.txt repeat2 455 True False 0,1|1,2|1,3|2,3 [empty] True
51.txt repeat3 481 True False 0,1|1,2|1,3|2,3 [empty] True
51.txt repeat4 481 True False 0,1|1,2|1,3|2,3 [empty] True
52.txt repeat0 375 True False 0,2|0,3|1,2|1,3 [empty] True
52.txt repeat1 375 True False 0,2|0,3|1,2|1,3 [empty] True
52.txt repeat2 375 True False 0,2|0,3|1,2|1,3 [empty] True
52.txt repeat3 375 True False 0,2|0,3|1,2|1,3 [empty] True
52.txt repeat4 365 True False 0,2|0,3|1,2|1,3 [empty] True
53.txt repeat0 295 True False 0,2|0,3|1,2|2,3 [empty] True
53.txt repeat1 509 True False 0,2|0,3|1,2|2,3 [empty] True
53.txt repeat2 606 True False 0,2|0,3|1,2|2,3 [empty] True
53.txt repeat3 606 True False 0,2|0,3|1,2|2,3 [empty] True
53.txt repeat4 509 True False 0,2|0,3|1,2|2,3 [empty] True
54.txt repeat0 326 True False 0,2|0,3|1,3|2,3 [empty] True
54.txt repeat1 645 True False 0,2|0,3|1,3|2,3 [empty] True
54.txt repeat2 326 True False 0,2|0,3|1,3|2,3 [empty] True
54.txt repeat3 645 True False 0,2|0,3|1,3|2,3 [empty] True
54.txt repeat4 326 True False 0,2|0,3|1,3|2,3 [empty] True
55.txt repeat0 658 True False 0,2|1,2|1,3|2,3 [empty] True
55.txt repeat1 400 True False 0,2|1,2|1,3|2,3 [empty] True
55.txt repeat2 591 True False 0,2|1,2|1,3|2,3 [empty] True
55.txt repeat3 658 True False 0,2|1,2|1,3|2,3 [empty] True
55.txt repeat4 591 True False 0,2|1,2|1,3|2,3 [empty] True
56.txt repeat0 344 True False 0,3|1,2|1,3|2,3 [empty] True
56.txt repeat1 535 True False 0,3|1,2|1,3|2,3 [empty] True
56.txt repeat2 535 True False 0,3|1,2|1,3|2,3 [empty] True
56.txt repeat3 606 True False 0,3|1,2|1,3|2,3 [empty] True
56.txt repeat4 437 True False 0,3|1,2|1,3|2,3 [empty] True
57.txt repeat0 853 True False 0,1|0,2|0,3|1,2|1,3 [empty] True
57.txt repeat1 853 True False 0,1|0,2|0,3|1,2|1,3 [empty] True
57.txt repeat2 632 True False 0,1|0,2|0,3|1,2|1,3 [empty] True
57.txt repeat3 853 True False 0,1|0,2|0,3|1,2|1,3 [empty] True
57.txt repeat4 696 True False 0,1|0,2|0,3|1,2|1,3 [empty] True
58.txt repeat0 585 True False 0,1|0,2|0,3|1,2|2,3 [empty] True
58.txt repeat1 610 True False 0,1|0,2|0,3|1,2|2,3 [empty] True
58.txt repeat2 623 True False 0,1|0,2|0,3|1,2|2,3 [empty] True
58.txt repeat3 610 True False 0,1|0,2|0,3|1,2|2,3 [empty] True
58.txt repeat4 623 True False 0,1|0,2|0,3|1,2|2,3 [empty] True
59.txt repeat0 654 True False 0,1|0,2|0,3|1,3|2,3 [empty] True
59.txt repeat1 600 True False 0,1|0,2|0,3|1,3|2,3 [empty] True
59.txt repeat2 600 True False 0,1|0,2|0,3|1,3|2,3 [empty] True
59.txt repeat3 957 True False 0,1|0,2|0,3|1,3|2,3 [empty] True
59.txt repeat4 600 True False 0,1|0,2|0,3|1,3|2,3 [empty] True
6.txt repeat0 274 True False [empty] [empty] True
6.txt repeat1 274 True False [empty] [empty] True
6.txt repeat2 228 True False [empty] [empty] True
6.txt repeat3 228 True False [empty] [empty] True
6.txt repeat4 274 True False [empty] [empty] True
60.txt repeat0 587 True False 0,1|0,2|1,2|1,3|2,3 [empty] True
60.txt repeat1 660 True False 0,1|0,2|1,2|1,3|2,3 [empty] True
60.txt repeat2 587 True False 0,1|0,2|1,2|1,3|2,3 [empty] True
60.txt repeat3 749 True False 0,1|0,2|1,2|1,3|2,3 [empty] True
60.txt repeat4 587 True False 0,1|0,2|1,2|1,3|2,3 [empty] True
61.txt repeat0 736 True False 0,1|0,3|1,2|1,3|2,3 [empty] True
61.txt repeat1 609 True False 0,1|0,3|1,2|1,3|2,3 [empty] True
61.txt repeat2 574 True False 0,1|0,3|1,2|1,3|2,3 [empty] True
61.txt repeat3 609 True False 0,1|0,3|1,2|1,3|2,3 [empty] True
61.txt repeat4 609 True False 0,1|0,3|1,2|1,3|2,3 [empty] True
62.txt repeat0 844 True False 0,2|0,3|1,2|1,3|2,3 [empty] True
62.txt repeat1 759 True False 0,2|0,3|1,2|1,3|2,3 [empty] True
62.txt repeat2 844 True False 0,2|0,3|1,2|1,3|2,3 [empty] True
62.txt repeat3 844 True False 0,2|0,3|1,2|1,3|2,3 [empty] True
62.txt repeat4 844 True False 0,2|0,3|1,2|1,3|2,3 [empty] True
63.txt repeat0 613 True False 0,1|0,2|0,3|1,2|1,3|2,3 [empty] True
63.txt repeat1 406 True False 0,1|0,2|0,3|1,2|1,3|2,3 [empty] True
63.txt repeat2 613 True False 0,1|0,2|0,3|1,2|1,3|2,3 [empty] True
63.txt repeat3 613 True False 0,1|0,2|0,3|1,2|1,3|2,3 [empty] True
63.txt repeat4 406 True False 0,1|0,2|0,3|1,2|1,3|2,3 [empty] True
7.txt repeat0 387 True False 0,1|0,2 [empty] True
7.txt repeat1 518 True False 0,1|0,2 [empty] True
7.txt repeat2 518 True False 0,1|0,2 [empty] True
7.txt repeat3 518 True False 0,1|0,2 [empty] True
7.txt repeat4 518 True False 0,1|0,2 [empty] True
8.txt repeat0 296 True False 0,1|0,3 [empty] True
8.txt repeat1 315 True False 0,1|0,3 [empty] True
8.txt repeat2 301 True False 0,1|0,3 [empty] True
8.txt repeat3 357 True False 0,1|0,3 [empty] True
8.txt repeat4 296 True False 0,1|0,3 [empty] True
9.txt repeat0 310 True False 0,1|1,2 [empty] True
9.txt repeat1 354 True False 0,1|1,2 [empty] True
9.txt repeat2 397 True False 0,1|1,2 [empty] True
9.txt repeat3 310 True False 0,1|1,2 [empty] True
9.txt repeat4 310 True False 0,1|1,2 [empty] True
