1.txt math True 0|3|2|0|3|2|1|1 correct
220.txt math True impossible incorrect
221.txt math True impossible incorrect
222.txt math True 1|0|0|1|2|2|3|3 correct
223.txt math True impossible incorrect
224.txt math True impossible incorrect
225.txt math True impossible incorrect
226.txt math True 0|0|1|2|2|1|3|3 correct
227.txt math True impossible incorrect
228.txt math True 0|1|1|2|0|3|3|3 correct
229.txt math True impossible incorrect
23.txt math True impossible incorrect
230.txt math True impossible incorrect
231.txt math True impossible incorrect
232.txt math True impossible incorrect
233.txt math True impossible incorrect
234.txt math True impossible incorrect
235.txt math True 1|2|0|3|1|3|2|2 correct
236.txt math True 0|1|2|1|0|2|3|3 correct
237.txt math True 1|1|0|2|2|2|3|3 correct
238.txt math True impossible incorrect
239.txt math True impossible incorrect
24.txt math True 1|3|0|2|1|3|2|2 correct
240.txt math True 0|0|1|2|1|2|3|3 correct
241.txt math True impossible incorrect
242.txt math True 0|1|0|2|2|1|3|3 correct
243.txt math True 0|1|2|2|0|1|3|3 correct
244.txt math True 1|2|1|2|3|3|0|0 correct
245.txt math True 0|1|2|3|1|0|2|2 correct
246.txt math True impossible incorrect
247.txt math True 0|1|1|2|0|2|3|3 correct
248.txt math True 0|0|1|2|1|2|3|3 correct
249.txt math True impossible incorrect
25.txt math True 2|2|0|0|3|3|1|1 correct
250.txt math True impossible incorrect
251.txt math True 1|0|1|2|2|0|3|3 correct
252.txt math True 0|1|2|1|0|2|3|3 correct
253.txt math True 2|1|0|1|2|0|3|3 correct
254.txt math True impossible incorrect
255.txt math True impossible incorrect
256.txt math True 0|1|2|0|1|2|3|3 correct
257.txt math True impossible incorrect
258.txt math True impossible incorrect
259.txt math True 2|0|3|3|2|2|1|1 correct
26.txt math True 3|1|0|0|2|2|1|1 correct
260.txt math True 0|1|1|0|2|2|3|3 correct
261.txt math True 1|0|0|2|2|3|3|3 correct
262.txt math True 0|0|2|1|1|2|3|3 correct
263.txt math True 0|1|0|2|2|1|3|3 correct
264.txt math True impossible incorrect
265.txt math True impossible incorrect
266.txt math True 1|0|1|2|0|2|3|3 correct
267.txt math True 0|0|1|2|1|2|3|3 correct
268.txt math True impossible incorrect
269.txt math True impossible incorrect
27.txt math True 2|3|1|3|1|2|0|0 correct
270.txt math True impossible incorrect
271.txt math True impossible incorrect
272.txt math True 0|0|2|1|1|2|3|3 correct
273.txt math True impossible incorrect
274.txt math True impossible incorrect
275.txt math True impossible incorrect
276.txt math True 0|1|1|2|2|3|3|3 correct
277.txt math True 1|2|2|0|1|3|3|3 correct
278.txt math True impossible incorrect
279.txt math True impossible incorrect
28.txt math True 3|0|1|3|0|1|2|2 correct
280.txt math True impossible incorrect
281.txt math True impossible incorrect
282.txt math True impossible incorrect
283.txt math True impossible incorrect
284.txt math True 0|1|2|3|1|0|3|2 incorrect
285.txt math True 0|2|3|1|2|2|3|3 correct
286.txt math True 0|1|2|0|2|1|3|3 correct
287.txt math True 0|1|2|0|2|1|3|3 correct
288.txt math True 0|2|0|1|2|1|3|3 correct
289.txt math True 0|1|0|1|2|2|3|3 correct
29.txt math True impossible incorrect
290.txt math True impossible incorrect
291.txt math True 1|0|1|2|2|0|3|3 correct
292.txt math True 0|1|2|2|3|1|0|0 correct
293.txt math True impossible incorrect
294.txt math True impossible incorrect
295.txt math True impossible incorrect
296.txt math True 2|1|1|2|3|3|0|0 correct
297.txt math True impossible incorrect
298.txt math True impossible incorrect
299.txt math True impossible incorrect
3.txt math True 0|1|2|0|3|1|3|3 correct
30.txt math True 0|2|1|1|2|0|3|3 correct
300.txt math True impossible incorrect
301.txt math True 0|0|1|1|2|2|3|3 correct
302.txt math True impossible incorrect
303.txt math True 0|0|1|2|2|1|3|3 correct
304.txt math True 0|1|1|2|3|2|3|3 correct
305.txt math True 0|0|1|2|2|1|3|3 correct
306.txt math True 1|0|2|1|2|0|3|3 correct
307.txt math True impossible incorrect
308.txt math True impossible incorrect
309.txt math True 0|1|1|0|2|2|3|3 correct
31.txt math True 0|1|3|3|0|1|2|2 correct
310.txt math True 1|2|0|2|2|1|3|3 correct
311.txt math True 0|1|2|0|1|2|3|3 correct
312.txt math True 0|0|1|2|1|2|3|3 correct
313.txt math True impossible incorrect
314.txt math True impossible incorrect
315.txt math True impossible incorrect
316.txt math True impossible incorrect
317.txt math True impossible incorrect
318.txt math True impossible incorrect
319.txt math True impossible incorrect
32.txt math True 0|0|1|2|2|1|3|3 correct
320.txt math True 0|1|0|1|2|2|3|3 correct
321.txt math True impossible incorrect
322.txt math True impossible incorrect
323.txt math True impossible incorrect
324.txt math True 0|2|0|1|1|2|3|3 correct
325.txt math True 0|1|2|1|0|2|3|3 correct
326.txt math True 0|1|2|2|0|1|3|3 correct
327.txt math True impossible incorrect
328.txt math True impossible incorrect
329.txt math True 0|1|2|0|2|1|3|3 correct
33.txt math True impossible incorrect
330.txt math True 1|0|1|2|2|0|3|3 correct
331.txt math True 2|0|0|1|2|1|3|3 correct
332.txt math True 1|3|2|0|2|1|3|3 correct
333.txt math True 1|1|2|0|3|3|2|2 correct
334.txt math True 0|1|1|2|2|0|3|3 correct
335.txt math True 0|1|1|2|2|0|3|3 correct
336.txt math True impossible incorrect
337.txt math True 0|1|2|2|0|1|3|3 correct
338.txt math True 0|1|2|1|0|2|3|3 correct
339.txt math True 2|0|1|2|2|1|3|3 correct
34.txt math True 2|1|1|2|3|0|3|3 correct
340.txt math True 0|1|2|0|2|1|3|3 correct
341.txt math True impossible incorrect
342.txt math True impossible incorrect
343.txt math True 0|1|2|0|1|2|3|3 correct
344.txt math True impossible incorrect
345.txt math True 0|1|0|2|2|1|3|3 correct
346.txt math True impossible incorrect
347.txt math True 1|2|2|1|3|3|0|0 correct
348.txt math True impossible incorrect
349.txt math True impossible incorrect
35.txt math True 1|1|3|2|0|2|3|3 correct
350.txt math True impossible incorrect
351.txt math True impossible incorrect
352.txt math True impossible incorrect
353.txt math True impossible incorrect
354.txt math True impossible incorrect
355.txt math True impossible incorrect
356.txt math True impossible incorrect
357.txt math True 2|0|1|1|2|0|3|3 correct
358.txt math True impossible incorrect
359.txt math True impossible incorrect
36.txt math True impossible incorrect
360.txt math True impossible incorrect
361.txt math True impossible incorrect
362.txt math True impossible incorrect
363.txt math True 1|3|2|3|1|2|0|0 correct
364.txt math True impossible incorrect
365.txt math True 1|1|2|2|0|3|3|3 correct
366.txt math True impossible incorrect
367.txt math True impossible incorrect
368.txt math True impossible incorrect
369.txt math True 0|1|2|2|2|1|3|3 correct
37.txt math True 2|0|1|1|3|0|3|3 correct
370.txt math True 0|1|1|2|0|2|3|3 correct
371.txt math True impossible incorrect
372.txt math True impossible incorrect
373.txt math True impossible incorrect
374.txt math True impossible incorrect
375.txt math True 0|1|2|0|2|1|3|3 correct
376.txt math True impossible incorrect
377.txt math True 0|0|2|3|2|3|1|1 correct
378.txt math True 0|1|1|2|0|2|3|3 correct
379.txt math True impossible incorrect
38.txt math True impossible incorrect
380.txt math True impossible incorrect
381.txt math True 0|1|1|2|0|2|3|3 correct
382.txt math True impossible incorrect
383.txt math True impossible incorrect
384.txt math True impossible incorrect
385.txt math True impossible incorrect
386.txt math True impossible incorrect
387.txt math True impossible incorrect
388.txt math True 0|1|2|1|2|0|3|3 correct
389.txt math True 0|1|2|2|1|0|3|3 correct
39.txt math True 0|1|2|0|1|2|3|3 correct
390.txt math True 0|1|2|1|0|2|3|3 correct
391.txt math True impossible incorrect
392.txt math True 1|0|2|1|3|2|3|3 correct
393.txt math True 0|1|0|2|2|1|3|3 correct
394.txt math True impossible incorrect
395.txt math True impossible incorrect
396.txt math True impossible incorrect
397.txt math True 1|1|0|2|3|2|3|3 correct
398.txt math True 0|2|3|2|0|3|1|1 correct
399.txt math True impossible incorrect
4.txt math True 2|0|2|3|3|0|1|1 correct
40.txt math True 2|0|1|0|2|1|3|3 correct
400.txt math True impossible incorrect
41.txt math True 3|0|2|1|3|1|2|2 correct
42.txt math True 0|1|1|2|3|1|3|3 correct
43.txt math True 0|0|2|1|1|2|3|3 correct
44.txt math True 1|2|0|2|0|1|3|3 correct
45.txt math True 1|2|0|3|1|2|3|3 correct
46.txt math True impossible incorrect
47.txt math True 3|3|2|2|2|0|1|1 correct
48.txt math True 0|2|0|1|2|1|3|3 correct
49.txt math True 2|0|0|3|3|2|1|1 correct
5.txt math True 1|2|2|1|0|3|3|3 correct
50.txt math True 1|2|1|2|0|3|3|3 correct
51.txt math True 3|1|3|3|0|1|2|2 correct
52.txt math True impossible incorrect
53.txt math True impossible incorrect
54.txt math True 0|1|2|0|2|3|3|3 correct
55.txt math True impossible incorrect
56.txt math True 0|1|2|2|2|1|3|3 correct
57.txt math True 2|0|3|2|3|0|1|1 correct
58.txt math True 1|0|0|2|1|2|3|3 correct
59.txt math True impossible incorrect
6.txt math True 0|0|1|2|2|1|3|3 correct
60.txt math True 0|1|2|3|2|3|1|1 correct
61.txt math True 2|0|1|0|1|2|3|3 correct
62.txt math True 0|0|1|3|1|3|2|2 correct
63.txt math True impossible incorrect
64.txt math True impossible incorrect
65.txt math True 2|1|0|2|0|1|3|3 correct
66.txt math True 3|0|1|2|2|1|3|3 correct
67.txt math True 1|0|1|2|0|2|3|3 correct
68.txt math True impossible incorrect
69.txt math True 1|0|2|3|3|1|2|2 correct
7.txt math True 0|2|1|2|0|3|3|3 correct
70.txt math True 0|2|1|1|2|0|3|3 correct
71.txt math True 0|0|1|1|2|2|3|3 correct
72.txt math True 3|1|3|0|0|1|2|2 correct
73.txt math True impossible incorrect
74.txt math True 0|1|2|2|3|1|3|3 correct
75.txt math True impossible incorrect
76.txt math True 0|1|0|1|2|2|3|3 correct
77.txt math True 2|0|2|3|1|1|3|3 correct
78.txt math True 2|2|3|0|3|0|1|1 correct
79.txt math True 0|0|1|2|1|3|2|2 correct
8.txt math True 1|0|2|1|0|2|3|3 correct
80.txt math True 1|2|2|1|2|0|3|3 correct
81.txt math True 2|3|3|2|3|0|1|1 correct
82.txt math True impossible incorrect
83.txt math True 0|1|2|0|2|1|3|3 correct
84.txt math True 0|1|2|2|1|1|3|3 correct
85.txt math True 1|2|1|0|3|3|2|2 correct
86.txt math True 3|3|1|0|3|1|2|2 correct
87.txt math True 2|1|3|0|3|1|2|2 correct
88.txt math True 0|0|1|3|1|2|3|3 correct
89.txt math True 0|0|3|2|0|2|1|1 correct
9.txt math True 2|3|2|0|3|0|1|1 correct
90.txt math True 2|0|0|2|3|3|1|1 correct
91.txt math True 0|1|2|0|2|1|3|3 correct
92.txt math True 0|1|3|3|1|3|2|2 correct
93.txt math True 0|1|2|2|0|3|1|1 correct
94.txt math True 1|1|2|3|0|3|2|2 correct
95.txt math True 2|1|2|1|2|0|3|3 correct
96.txt math True 0|2|2|2|1|1|3|3 correct
97.txt math True 0|1|3|2|2|1|3|3 correct
98.txt math True 0|2|0|3|3|2|1|1 correct
99.txt math True 2|2|0|3|3|0|1|1 correct
